usage_id,customer_id,usage_date,feature,session_minutes,actions_count
USG00479,CUST0080,2025-04-06,User Management,11.5,77
USG00480,CUST0078,2022-07-29,API Access,19.1,74
USG00481,CUST0146,2024-10-23,User Management,2.7,49
USG00482,CUST0382,2024-07-24,User Management,1.9,44
USG00483,CUST0191,2024-06-29,User Management,44.9,49
USG00484,CUST0178,2024-06-21,Bulk Import,7.6,54
USG00485,CUST0163,2024-06-26,Reporting,8.5,31
USG00486,CUST0312,2025-08-30,Reporting,1.8,52
USG00487,CUST0235,2024-01-26,Audit Logs,30.0,18
USG00488,CUST0243,2024-10-09,Reporting,10.1,64
USG00489,CUST0235,2025-01-26,Integrations,6.8,32
USG00490,CUST0218,2023-02-22,Integrations,7.1,2
USG00491,CUST0093,2022-06-17,Dashboard,3.3,72
USG00492,CUST0410,2025-11-21,Reporting,27.7,74
USG00493,CUST0046,2022-05-19,User Management,1.4,11
USG00494,CUST0070,2022-09-22,Dashboard,29.6,59
USG00495,CUST0245,2024-08-15,User Management,21.7,12
USG00496,CUST0494,2025-11-07,Notifications,15.1,13
USG00497,CUST0492,2023-07-16,Integrations,3.8,65
USG00498,CUST0045,2022-05-19,Integrations,5.4,69
USG00499,CUST0118,2024-09-05,Dashboard,12.8,4
USG00500,CUST0159,2022-03-30,Audit Logs,3.6,67
USG00501,CUST0015,2024-01-14,Notifications,5.6,25
USG00502,CUST0319,2023-08-14,Integrations,7.2,23
USG00503,CUST0060,2025-10-22,Notifications,1.1,23
USG00504,CUST0303,2022-08-10,API Access,31.3,38
USG00505,CUST0312,2024-06-12,Audit Logs,17.7,1
USG00506,CUST0377,2025-12-02,Integrations,15.3,20
USG00507,CUST0103,2023-04-28,Reporting,22.9,67
USG00508,CUST0021,2022-02-22,Bulk Import,38.1,31
USG00509,CUST0164,2023-09-12,User Management,7.8,75
USG00510,CUST0340,2024-01-08,Dashboard,14.3,73
USG00511,CUST0355,2022-02-11,Automation,55.6,42
USG00512,CUST0305,2025-05-03,Bulk Import,0.8,18
USG00513,CUST0433,2023-07-25,Dashboard,48.8,20
USG00514,CUST0350,2023-02-14,Analytics,21.2,49
USG00515,CUST0429,2023-07-20,Audit Logs,40.9,14
USG00516,CUST0071,2025-10-21,User Management,29.7,59
USG00517,CUST0476,2023-06-25,User Management,10.9,11
USG00518,CUST0268,2024-10-01,Audit Logs,3.3,3
USG00519,CUST0278,2024-06-02,Dashboard,40.7,17
USG00520,CUST0196,2024-11-25,Integrations,0.2,3
USG00521,CUST0010,2025-07-27,Integrations,16.2,69
USG00522,CUST0007,2025-07-30,Notifications,23.6,71
USG00523,CUST0109,2023-07-04,Analytics,6.8,41
USG00524,CUST0161,2025-06-02,Integrations,2.9,22
USG00525,CUST0092,2024-11-18,Bulk Import,2.0,80
USG00526,CUST0016,2023-10-18,Bulk Import,30.8,23
USG00527,CUST0115,2022-11-03,Automation,3.3,19
USG00528,CUST0177,2023-06-15,Integrations,5.6,51
USG00529,CUST0296,2024-11-22,Automation,14.6,11
USG00530,CUST0199,2025-01-17,Audit Logs,18.8,35
USG00531,CUST0421,2025-10-02,Integrations,84.4,22
USG00532,CUST0171,2023-01-28,Integrations,3.5,39
USG00533,CUST0331,2024-03-20,Reporting,16.6,73
USG00534,CUST0344,2022-04-03,Bulk Import,22.1,66
USG00535,CUST0313,2022-10-28,Reporting,4.9,30
USG00536,CUST0346,2025-11-19,API Access,22.6,23
USG00537,CUST0064,2023-06-17,API Access,19.5,39
USG00538,CUST0204,2022-09-26,Integrations,11.7,7
USG00539,CUST0328,2024-11-22,Audit Logs,45.1,80
USG00540,CUST0488,2023-06-24,User Management,3.3,23
USG00541,CUST0034,2025-06-10,Notifications,4.0,28
USG00542,CUST0385,2024-11-20,API Access,18.8,68
USG00543,CUST0169,2024-06-15,User Management,33.7,19
USG00544,CUST0138,2022-04-17,Analytics,19.4,71
USG00545,CUST0195,2025-08-01,Notifications,12.0,56
USG00546,CUST0155,2024-02-21,Notifications,25.7,65
USG00547,CUST0276,2024-11-28,Notifications,42.3,12
USG00548,CUST0129,2023-10-12,Notifications,33.0,29
USG00549,CUST0183,2023-04-01,Bulk Import,4.3,76
USG00550,CUST0455,2023-01-13,Automation,13.8,76
USG00551,CUST0384,2023-08-20,Dashboard,7.1,77
USG00552,CUST0134,2025-10-22,Notifications,8.6,14
USG00553,CUST0435,2022-12-12,Notifications,50.4,68
USG00554,CUST0091,2025-10-17,Dashboard,11.1,52
USG00555,CUST0118,2025-01-12,Dashboard,38.1,79
USG00556,CUST0274,2022-11-24,User Management,19.3,59
USG00557,CUST0255,2022-08-26,Notifications,22.7,58
USG00558,CUST0116,2022-06-11,Notifications,34.3,3
USG00559,CUST0050,2024-07-02,API Access,18.3,43
USG00560,CUST0083,2024-07-20,Notifications,37.1,62
USG00561,CUST0195,2022-08-18,Dashboard,39.7,59
USG00562,CUST0113,2023-09-01,User Management,21.2,78
USG00563,CUST0214,2025-02-28,Dashboard,27.7,63
USG00564,CUST0431,2025-12-06,Analytics,12.1,63
USG00565,CUST0408,2025-12-28,Bulk Import,1.0,3
USG00566,CUST0242,2023-08-10,Audit Logs,34.0,29
USG00567,CUST0057,2022-01-04,Dashboard,14.8,29
USG00568,CUST0236,2024-12-28,Notifications,29.5,16
USG00569,CUST0200,2025-12-18,API Access,28.1,3
USG00570,CUST0490,2023-02-06,Audit Logs,17.7,8
USG00571,CUST0197,2023-04-16,Bulk Import,51.6,2
USG00572,CUST0153,2024-01-27,User Management,4.1,32
USG00573,CUST0342,2023-03-27,Reporting,2.9,74
USG00574,CUST0291,2025-11-23,Dashboard,28.5,35
USG00575,CUST0427,2024-11-20,Bulk Import,2.1,79
USG00576,CUST0421,2025-12-08,API Access,15.0,73
USG00577,CUST0362,2022-10-10,Integrations,18.5,18
USG00578,CUST0330,2024-09-12,Bulk Import,0.7,76
USG00579,CUST0111,2024-12-04,Automation,38.6,74
USG00580,CUST0288,2024-03-22,Automation,37.3,13
USG00581,CUST0496,2024-05-09,Integrations,0.6,55
USG00582,CUST0269,2025-02-24,Analytics,43.5,6
USG00583,CUST0185,2025-01-16,Reporting,34.3,75
USG00584,CUST0052,2025-03-16,User Management,14.2,62
USG00585,CUST0027,2025-08-22,Analytics,21.6,69
USG00586,CUST0159,2023-06-10,User Management,31.4,76
USG00587,CUST0050,2025-01-22,API Access,1.5,14
USG00588,CUST0266,2025-10-01,Integrations,10.4,23
USG00589,CUST0250,2024-07-29,Automation,0.3,14
USG00590,CUST0489,2022-04-06,Bulk Import,12.3,44
USG00591,CUST0396,2022-12-26,Automation,0.3,21
USG00592,CUST0011,2024-08-31,Integrations,11.9,48
USG00593,CUST0120,2025-11-08,API Access,33.3,22
USG00594,CUST0380,2025-09-27,Integrations,5.0,16
USG00595,CUST0093,2023-03-30,User Management,1.3,50
USG00596,CUST0302,2023-04-24,Bulk Import,3.1,60
USG00597,CUST0340,2024-01-19,Audit Logs,10.4,60
USG00598,CUST0342,2022-08-13,Audit Logs,12.8,36
USG00599,CUST0318,2023-12-23,Automation,21.8,39
USG00600,CUST0436,2023-11-10,Notifications,6.1,8
USG00601,CUST0486,2025-01-07,Automation,5.4,69
USG00602,CUST0438,2025-07-05,Audit Logs,12.6,13
USG00603,CUST0332,2023-08-18,Analytics,28.0,79
USG00604,CUST0097,2022-07-11,Notifications,11.8,25
USG00605,CUST0305,2022-02-09,API Access,5.0,77
USG00606,CUST0002,2025-01-18,Reporting,1.6,2
USG00607,CUST0017,2024-09-14,Notifications,14.0,15
USG00608,CUST0490,2024-11-27,Integrations,23.7,27
USG00609,CUST0373,2023-05-28,Reporting,15.9,63
USG00610,CUST0063,2022-04-08,Automation,43.7,24
USG00611,CUST0247,2024-11-21,Reporting,17.6,30
USG00612,CUST0494,2022-11-04,Integrations,11.6,34
USG00613,CUST0021,2024-01-27,User Management,19.4,45
USG00614,CUST0128,2023-08-04,User Management,43.8,21
USG00615,CUST0344,2024-10-09,Audit Logs,32.6,38
USG00616,CUST0225,2024-06-15,Notifications,46.0,10
USG00617,CUST0353,2022-02-18,Analytics,46.7,72
USG00618,CUST0304,2025-03-10,Audit Logs,24.6,17
USG00619,CUST0320,2025-10-26,Analytics,2.3,61
USG00620,CUST0333,2024-12-25,Integrations,3.8,49
USG00621,CUST0067,2025-02-22,Integrations,6.9,78
USG00622,CUST0305,2023-02-23,Dashboard,14.2,67
USG00623,CUST0309,2024-10-08,Audit Logs,0.5,9
USG00624,CUST0137,2022-06-07,Integrations,52.7,21
USG00625,CUST0362,2023-03-21,API Access,28.8,72
USG00626,CUST0086,2024-06-08,Notifications,1.4,23
USG00627,CUST0446,2024-03-07,Integrations,3.4,42
USG00628,CUST0168,2022-07-29,Audit Logs,4.0,41
USG00629,CUST0325,2024-11-05,User Management,6.2,63
USG00630,CUST0054,2025-01-13,Integrations,38.7,65
USG00631,CUST0199,2022-07-23,Integrations,7.9,17
USG00632,CUST0046,2023-06-28,Automation,3.7,73
USG00633,CUST0474,2025-01-12,Integrations,12.5,16
USG00634,CUST0117,2024-09-13,Audit Logs,9.1,54
USG00635,CUST0335,2025-09-15,Notifications,13.0,4
USG00636,CUST0154,2022-07-19,Notifications,3.3,35
USG00637,CUST0041,2025-06-02,Automation,37.5,61
USG00638,CUST0271,2023-03-13,Notifications,9.7,69
USG00639,CUST0426,2023-06-13,Bulk Import,2.1,14
USG00640,CUST0109,2024-02-19,Notifications,14.9,13
USG00641,CUST0433,2023-10-31,Reporting,17.6,1
USG00642,CUST0400,2023-07-11,Audit Logs,24.9,45
USG00643,CUST0196,2024-11-16,API Access,1.7,73
USG00644,CUST0209,2024-02-04,Analytics,14.0,45
USG00645,CUST0001,2025-04-06,Automation,21.3,7
USG00646,CUST0413,2022-07-23,Dashboard,32.5,47
USG00647,CUST0316,2025-01-28,Notifications,22.1,78
USG00648,CUST0488,2022-12-04,Integrations,35.9,44
USG00649,CUST0370,2025-09-10,API Access,0.9,23
USG00650,CUST0260,2023-05-24,Reporting,19.5,24
USG00651,CUST0444,2022-12-12,API Access,5.6,37
USG00652,CUST0061,2025-03-13,API Access,47.7,2
USG00653,CUST0195,2022-01-28,Notifications,15.5,70
USG00654,CUST0104,2023-05-30,Analytics,11.4,57
USG00655,CUST0114,2025-06-21,Analytics,10.5,63
USG00656,CUST0408,2025-02-28,Dashboard,57.9,41
USG00657,CUST0356,2024-04-13,Automation,14.1,52
USG00658,CUST0332,2024-04-08,Notifications,17.5,39
USG00659,CUST0009,2025-11-23,Audit Logs,32.5,5
USG00660,CUST0356,2024-08-13,Integrations,3.4,15
USG00661,CUST0392,2023-07-16,Bulk Import,0.3,52
USG00662,CUST0054,2025-07-23,API Access,6.5,4
USG00663,CUST0063,2023-01-09,Audit Logs,1.5,79
USG00664,CUST0282,2023-11-13,Dashboard,19.7,42
USG00665,CUST0156,2023-07-30,Bulk Import,6.4,35
USG00666,CUST0450,2022-09-17,Bulk Import,4.6,42
USG00667,CUST0109,2022-03-11,Integrations,2.6,76
USG00668,CUST0184,2024-01-01,Reporting,1.5,63
USG00669,CUST0191,2024-11-12,Analytics,3.8,80
USG00670,CUST0191,2025-01-11,Dashboard,7.8,33
USG00671,CUST0306,2022-03-10,Notifications,0.1,34
USG00672,CUST0181,2025-10-05,Reporting,12.0,78
USG00673,CUST0153,2024-06-15,Integrations,9.9,9
USG00674,CUST0337,2022-03-10,Bulk Import,20.1,34
USG00675,CUST0254,2023-02-16,Reporting,25.4,33
USG00676,CUST0347,2025-04-26,Analytics,2.0,23
USG00677,CUST0328,2022-04-13,Bulk Import,13.8,78
USG00678,CUST0479,2024-01-08,API Access,12.7,41
USG00679,CUST0155,2024-08-26,Audit Logs,16.5,62
USG00680,CUST0493,2024-11-13,Reporting,10.0,54
USG00681,CUST0403,2022-03-30,Audit Logs,9.3,10
USG00682,CUST0081,2025-01-29,Bulk Import,14.5,37
USG00683,CUST0015,2025-12-15,Notifications,3.9,24
USG00684,CUST0066,2025-08-04,Notifications,92.4,42
USG00685,CUST0231,2024-08-02,User Management,40.6,60
USG00686,CUST0017,2022-03-23,Bulk Import,26.4,44
USG00687,CUST0143,2025-02-04,Bulk Import,19.9,40
USG00688,CUST0420,2024-02-04,Analytics,6.0,30
USG00689,CUST0403,2024-08-13,API Access,6.6,10
USG00690,CUST0127,2023-10-21,Analytics,8.1,61
USG00691,CUST0352,2022-06-22,API Access,30.5,50
USG00692,CUST0122,2024-04-01,Audit Logs,15.0,11
USG00693,CUST0420,2024-01-23,Integrations,10.8,76
USG00694,CUST0115,2022-04-03,Bulk Import,7.1,51
USG00695,CUST0188,2022-07-28,Analytics,22.9,36
USG00696,CUST0408,2024-04-17,Dashboard,9.2,52
USG00697,CUST0002,2025-03-01,Automation,35.7,31
USG00698,CUST0379,2023-11-05,Bulk Import,4.3,67
USG00699,CUST0160,2023-04-06,Automation,19.1,34
USG00700,CUST0460,2025-08-25,Integrations,8.0,37
USG00701,CUST0401,2025-03-29,Integrations,12.5,23
USG00702,CUST0153,2024-03-17,Analytics,10.3,27
USG00703,CUST0205,2025-06-04,Notifications,44.6,12
USG00704,CUST0025,2022-02-13,Dashboard,3.0,69
USG00705,CUST0409,2022-01-01,Dashboard,0.4,22
USG00706,CUST0156,2024-03-28,Analytics,34.0,60
USG00707,CUST0436,2024-11-06,Bulk Import,31.4,33
USG00708,CUST0242,2025-07-03,Audit Logs,40.2,51
USG00709,CUST0464,2022-10-22,Notifications,21.4,53
USG00710,CUST0267,2022-10-30,Audit Logs,25.9,21
USG00711,CUST0276,2022-06-24,Integrations,2.6,74
USG00712,CUST0090,2023-02-17,API Access,4.1,42
USG00713,CUST0482,2022-11-17,Notifications,1.4,76
USG00714,CUST0364,2024-03-20,Analytics,43.0,49
USG00715,CUST0128,2022-10-07,Audit Logs,25.1,25
USG00716,CUST0170,2022-02-20,Reporting,30.9,7
USG00717,CUST0179,2024-08-29,Dashboard,2.2,60
USG00718,CUST0166,2023-08-25,User Management,9.1,70
USG00719,CUST0175,2025-02-19,Analytics,5.6,15
USG00720,CUST0380,2023-10-25,Dashboard,11.0,26
USG00721,CUST0074,2022-09-28,Automation,4.5,41
USG00722,CUST0301,2023-04-09,User Management,16.4,49
USG00723,CUST0134,2024-09-30,User Management,1.3,4
USG00724,CUST0282,2025-07-29,Automation,10.8,14
USG00725,CUST0234,2024-02-17,User Management,14.8,53
USG00726,CUST0084,2024-12-17,Audit Logs,14.8,25
USG00727,CUST0483,2024-07-18,Automation,55.1,17
USG00728,CUST0346,2024-03-16,Dashboard,3.1,68
USG00729,CUST0229,2025-07-02,Analytics,4.4,47
USG00730,CUST0289,2023-12-30,Dashboard,1.3,9
USG00731,CUST0034,2025-10-05,Audit Logs,29.8,34
USG00732,CUST0397,2025-04-27,Audit Logs,7.7,42
USG00733,CUST0153,2023-11-21,Audit Logs,8.2,1
USG00734,CUST0067,2025-03-18,Analytics,8.2,73
USG00735,CUST0133,2022-04-29,API Access,28.2,80
USG00736,CUST0309,2023-06-09,API Access,20.4,76
USG00737,CUST0446,2023-06-17,API Access,2.9,10
USG00738,CUST0003,2022-03-18,Automation,12.6,61
USG00739,CUST0001,2024-07-14,Reporting,5.1,55
USG00740,CUST0016,2023-08-13,Integrations,1.2,13
USG00741,CUST0234,2022-01-13,Dashboard,6.1,70
USG00742,CUST0379,2024-08-23,API Access,2.8,6
USG00743,CUST0361,2024-12-13,User Management,14.4,41
USG00744,CUST0235,2023-12-12,API Access,22.1,67
USG00745,CUST0302,2022-10-19,Integrations,3.3,8
USG00746,CUST0436,2025-08-10,API Access,29.6,37
USG00747,CUST0237,2024-07-31,Reporting,0.3,49
USG00748,CUST0389,2025-05-14,Integrations,17.4,53
USG00749,CUST0165,2022-03-09,Notifications,81.8,49
USG00750,CUST0197,2024-11-23,Notifications,2.8,31
USG00751,CUST0259,2024-12-10,Automation,52.9,74
USG00752,CUST0046,2025-09-13,API Access,1.6,47
USG00753,CUST0004,2022-04-22,User Management,11.2,3
USG00754,CUST0028,2024-12-03,Automation,21.5,58
USG00755,CUST0306,2024-08-04,Automation,37.8,47
USG00756,CUST0266,2025-01-23,Integrations,11.1,40
USG00757,CUST0172,2023-04-25,Integrations,21.5,51
USG00758,CUST0177,2022-11-27,Integrations,7.4,55
USG00759,CUST0326,2023-03-03,User Management,13.6,59
USG00760,CUST0185,2025-10-24,Integrations,40.6,30
USG00761,CUST0305,2022-05-27,User Management,40.7,53
USG00762,CUST0202,2024-09-15,API Access,47.2,4
USG00763,CUST0196,2022-04-26,Audit Logs,68.6,38
USG00764,CUST0363,2022-06-24,Bulk Import,6.8,22
USG00765,CUST0049,2025-04-12,Notifications,2.0,6
USG00766,CUST0247,2022-09-05,Dashboard,5.8,35
USG00767,CUST0172,2022-03-15,API Access,26.0,75
USG00768,CUST0420,2025-04-04,Audit Logs,40.6,31
USG00769,CUST0255,2022-03-26,Audit Logs,32.9,3
USG00770,CUST0044,2024-12-19,Notifications,37.7,52
USG00771,CUST0397,2025-09-27,Bulk Import,9.0,42
USG00772,CUST0409,2023-09-13,Integrations,3.2,24
USG00773,CUST0295,2024-06-19,Analytics,13.3,60
USG00774,CUST0260,2025-11-20,Analytics,33.2,38
USG00775,CUST0244,2022-10-17,Audit Logs,3.5,64
USG00776,CUST0265,2022-06-27,Audit Logs,4.2,47
USG00777,CUST0103,2024-04-15,Notifications,6.7,36
USG00778,CUST0107,2023-01-19,Integrations,1.7,50
USG00779,CUST0045,2023-12-29,Integrations,3.8,14
USG00780,CUST0467,2025-06-01,Bulk Import,10.8,37
USG00781,CUST0142,2022-02-14,Automation,19.7,59
USG00782,CUST0339,2024-07-09,Audit Logs,4.5,23
USG00783,CUST0199,2023-08-17,Audit Logs,5.1,50
USG00784,CUST0107,2023-03-13,Analytics,2.9,30
USG00785,CUST0493,2024-10-01,API Access,18.4,27
USG00786,CUST0173,2024-08-14,Automation,18.0,62
USG00787,CUST0477,2025-08-24,Analytics,4.4,56
USG00788,CUST0249,2025-01-03,API Access,12.8,59
USG00789,CUST0340,2024-06-01,API Access,6.4,50
USG00790,CUST0305,2025-06-27,Audit Logs,79.1,45
USG00791,CUST0059,2025-02-09,Audit Logs,12.1,4
USG00792,CUST0010,2025-12-30,Notifications,25.2,42
USG00793,CUST0500,2022-07-30,User Management,19.9,40
USG00794,CUST0006,2022-09-17,Audit Logs,13.4,26
USG00795,CUST0318,2024-08-15,Analytics,2.2,3
USG00796,CUST0356,2022-02-18,API Access,9.1,13
USG00797,CUST0405,2023-12-12,API Access,8.1,13
USG00798,CUST0031,2023-09-05,Audit Logs,17.7,16
USG00799,CUST0437,2024-04-02,Audit Logs,37.1,14
USG00800,CUST0068,2025-02-10,Bulk Import,16.9,9
USG00801,CUST0381,2024-10-26,Notifications,32.3,76
USG00802,CUST0353,2022-01-17,Reporting,23.5,54
USG00803,CUST0399,2025-08-07,Reporting,7.9,52
USG00804,CUST0130,2023-06-19,Integrations,1.1,7
USG00805,CUST0295,2022-05-22,Reporting,9.3,62
USG00806,CUST0324,2022-01-22,API Access,5.6,43
USG00807,CUST0179,2024-04-10,Bulk Import,27.9,9
USG00808,CUST0479,2023-09-02,Notifications,1.6,1
USG00809,CUST0081,2025-09-26,Automation,3.4,14
USG00810,CUST0023,2025-11-28,Notifications,27.4,17
USG00811,CUST0264,2024-07-14,API Access,17.6,18
USG00812,CUST0092,2023-01-06,Automation,30.1,26
USG00813,CUST0310,2024-11-07,Audit Logs,14.9,8
USG00814,CUST0252,2025-12-30,User Management,55.9,27
USG00815,CUST0492,2022-06-17,Notifications,2.7,11
USG00816,CUST0142,2025-08-16,User Management,33.0,51
USG00817,CUST0165,2022-05-17,Reporting,13.4,50
USG00818,CUST0176,2024-07-20,Dashboard,19.0,73
USG00819,CUST0418,2024-12-30,Automation,7.7,41
USG00820,CUST0235,2023-08-28,API Access,17.4,14
USG00821,CUST0424,2023-04-01,Reporting,2.9,38
USG00822,CUST0367,2022-01-08,Audit Logs,15.6,25
USG00823,CUST0202,2022-07-31,Automation,8.0,3
USG00824,CUST0408,2023-07-24,Dashboard,10.7,53
USG00825,CUST0199,2024-09-15,Reporting,18.9,50
USG00826,CUST0080,2025-07-14,Audit Logs,5.7,53
USG00827,CUST0426,2022-08-15,Automation,1.7,43
USG00828,CUST0370,2023-04-25,Audit Logs,5.9,2
USG00829,CUST0199,2022-10-01,Dashboard,30.7,57
USG00830,CUST0179,2023-05-28,API Access,19.8,67
USG00831,CUST0220,2025-01-02,User Management,1.0,17
USG00832,CUST0122,2024-09-17,Analytics,20.8,17
USG00833,CUST0074,2022-04-22,Analytics,25.5,63
USG00834,CUST0097,2022-12-29,Notifications,16.1,37
USG00835,CUST0199,2023-07-10,API Access,39.5,16
USG00836,CUST0108,2025-04-20,Dashboard,9.4,63
USG00837,CUST0233,2022-10-22,Reporting,23.7,1
USG00838,CUST0297,2025-02-14,Automation,0.3,27
USG00839,CUST0124,2023-08-28,Automation,32.4,63
USG00840,CUST0080,2025-10-30,Bulk Import,5.3,43
USG00841,CUST0344,2023-12-10,User Management,3.7,30
USG00842,CUST0356,2023-05-04,API Access,4.3,34
USG00843,CUST0443,2024-07-23,Integrations,68.4,67
USG00844,CUST0327,2025-06-21,Bulk Import,32.9,25
USG00845,CUST0127,2023-11-12,Automation,7.4,24
USG00846,CUST0442,2023-01-08,Notifications,49.0,34
USG00847,CUST0025,2025-08-03,Audit Logs,0.1,30
USG00848,CUST0406,2024-10-04,Reporting,4.5,62
USG00849,CUST0346,2023-11-27,Bulk Import,38.4,63
USG00850,CUST0130,2022-10-15,Integrations,3.6,11
USG00851,CUST0295,2025-07-07,Integrations,69.4,6
USG00852,CUST0024,2023-09-18,Dashboard,18.1,28
USG00853,CUST0039,2023-07-30,Integrations,60.6,7
USG00854,CUST0148,2025-10-20,Bulk Import,11.7,27
USG00855,CUST0430,2024-02-03,Automation,8.0,5
USG00856,CUST0219,2022-09-14,Reporting,6.8,53
USG00857,CUST0189,2023-02-11,Analytics,8.5,73
USG00858,CUST0222,2023-01-22,Analytics,36.9,65
USG00859,CUST0297,2025-06-29,User Management,17.2,78
USG00860,CUST0458,2025-01-15,API Access,34.4,15
USG00861,CUST0282,2025-12-24,User Management,6.3,41
USG00862,CUST0127,2023-05-23,Integrations,16.3,64
USG00863,CUST0389,2024-10-03,API Access,15.7,20
USG00864,CUST0421,2022-07-01,Bulk Import,18.8,68
USG00865,CUST0033,2022-08-11,Analytics,54.0,52
USG00866,CUST0182,2023-09-06,Integrations,28.3,5
USG00867,CUST0478,2022-07-19,API Access,5.4,15
USG00868,CUST0299,2022-12-19,User Management,16.7,60
USG00869,CUST0353,2023-12-31,User Management,19.8,15
USG00870,CUST0055,2025-10-13,User Management,38.8,55
USG00871,CUST0293,2023-07-08,Notifications,9.1,13
USG00872,CUST0469,2024-05-18,Notifications,20.8,36
USG00873,CUST0468,2022-02-05,Notifications,7.9,29
USG00874,CUST0269,2023-02-15,Bulk Import,5.1,47
USG00875,CUST0322,2025-03-03,Automation,4.5,77
USG00876,CUST0254,2023-11-09,Reporting,7.3,69
USG00877,CUST0117,2025-12-14,Automation,33.7,77
USG00878,CUST0258,2023-09-06,Notifications,9.2,44
USG00879,CUST0446,2024-07-05,Analytics,70.8,47
USG00880,CUST0051,2024-06-05,Reporting,3.3,73
USG00881,CUST0385,2025-10-31,Automation,4.7,39
USG00882,CUST0204,2023-10-02,Analytics,12.0,75
USG00883,CUST0287,2025-04-05,Automation,12.8,20
USG00884,CUST0294,2022-12-04,Audit Logs,1.9,37
USG00885,CUST0013,2023-04-04,Notifications,56.1,44
USG00886,CUST0009,2025-09-09,Integrations,17.1,67
USG00887,CUST0411,2022-06-22,Reporting,21.8,66
USG00888,CUST0328,2025-11-13,User Management,39.1,34
USG00889,CUST0199,2024-07-06,Bulk Import,78.0,68
USG00890,CUST0387,2023-02-13,Integrations,0.1,9
USG00891,CUST0415,2022-07-18,Analytics,17.3,33
USG00892,CUST0278,2025-09-20,Bulk Import,75.8,51
USG00893,CUST0164,2024-10-17,Reporting,12.6,60
USG00894,CUST0073,2022-08-22,API Access,4.7,74
USG00895,CUST0432,2024-08-04,User Management,54.8,3
USG00896,CUST0271,2023-07-11,Reporting,15.5,75
USG00897,CUST0236,2025-04-14,Audit Logs,6.4,78
USG00898,CUST0417,2023-10-15,Reporting,33.7,62
USG00899,CUST0228,2024-03-10,Reporting,6.7,19
USG00900,CUST0356,2023-09-28,Dashboard,6.3,11
USG00901,CUST0481,2022-12-07,Bulk Import,20.5,65
USG00902,CUST0443,2023-03-24,Notifications,0.5,15
USG00903,CUST0040,2023-04-29,API Access,10.9,36
USG00904,CUST0176,2022-06-28,Bulk Import,15.0,15
USG00905,CUST0026,2023-09-30,Audit Logs,47.6,33
USG00906,CUST0314,2022-09-04,Integrations,14.1,46
USG00907,CUST0205,2025-09-02,Audit Logs,15.4,59
USG00908,CUST0366,2024-03-30,Automation,1.9,43
USG00909,CUST0042,2022-05-27,Dashboard,14.5,56
USG00910,CUST0343,2022-04-19,User Management,47.5,17
USG00911,CUST0142,2024-01-06,Notifications,16.4,28
USG00912,CUST0250,2025-10-05,Dashboard,31.9,50
USG00913,CUST0217,2025-08-30,Bulk Import,3.1,47
USG00914,CUST0449,2024-10-22,User Management,29.7,65
USG00915,CUST0379,2024-03-26,Audit Logs,19.6,69
USG00916,CUST0116,2024-05-07,User Management,60.9,67
USG00917,CUST0083,2023-08-02,Reporting,84.2,11
USG00918,CUST0114,2023-07-31,Audit Logs,8.6,45
USG00919,CUST0477,2025-08-10,Automation,25.5,6
USG00920,CUST0100,2022-10-27,Notifications,2.8,43
USG00921,CUST0109,2023-07-08,Automation,8.6,15
USG00922,CUST0194,2024-11-27,Bulk Import,11.6,42
USG00923,CUST0368,2024-06-04,Integrations,32.7,65
USG00924,CUST0222,2024-02-05,User Management,12.6,6
USG00925,CUST0144,2022-04-18,Audit Logs,10.1,53
USG00926,CUST0090,2024-02-08,Audit Logs,16.9,66
USG00927,CUST0194,2024-11-15,API Access,9.3,6
USG00928,CUST0093,2024-05-15,Bulk Import,7.4,53
USG00929,CUST0352,2024-06-19,Bulk Import,16.6,30
USG00930,CUST0137,2023-09-21,Audit Logs,10.8,44
