ticket_id,customer_id,category,priority,status,created_date,resolved_date,resolution_time_hours,satisfaction_score,description
TKT00221,CUST0327,Billing,Low,Resolved,2022-05-06,2022-05-07,43.6,,The upgrade price shown in the app is different from what I was charged.
TKT00222,CUST0261,Feature Request,Low,Resolved,2023-03-14,2023-03-19,134.4,,We'd love a Slack integration for real-time alerts.
TKT00223,CUST0331,Technical Issue,Medium,Resolved,2024-07-27,2024-07-27,20.8,3.0,The dashboard is not loading — getting a 504 error.
TKT00224,CUST0007,Billing,High,Resolved,2024-11-23,2024-11-23,22.5,4.0,I was charged twice this month for my subscription.
TKT00225,CUST0418,Onboarding,Medium,In Progress,2022-03-15,2022-03-15,11.6,3.0,Our team hasn't received the onboarding training invite.
TKT00226,CUST0405,Performance,Low,Open,2025-05-26,2025-05-30,99.1,2.0,Dashboard charts lag when we have more than 5 filters active.
TKT00227,CUST0224,Billing,Low,Resolved,2024-11-22,2024-11-25,90.8,5.0,The upgrade price shown in the app is different from what I was charged.
TKT00228,CUST0292,Integration,Medium,Resolved,2024-02-29,2024-03-01,40.9,2.0,Zapier connection keeps timing out.
TKT00229,CUST0034,Onboarding,High,Resolved,2023-10-20,2023-10-21,33.6,2.0,The setup wizard keeps freezing at Step 3.
TKT00230,CUST0183,Performance,Medium,Resolved,2025-04-19,2025-04-19,21.9,5.0,The platform is very slow during peak hours (9-11am EST).
TKT00231,CUST0127,Feature Request,Critical,Resolved,2023-05-22,2023-05-22,5.0,5.0,Can you add a bulk user import via CSV?
TKT00232,CUST0199,Onboarding,Medium,Resolved,2022-07-13,2022-07-14,26.7,4.0,The setup wizard keeps freezing at Step 3.
TKT00233,CUST0035,Performance,Medium,In Progress,2023-07-03,2023-07-04,45.2,4.0,API response times have increased significantly this week.
TKT00234,CUST0003,Account Management,High,Resolved,2023-02-19,2023-02-19,2.1,4.0,Can we change the primary account admin?
TKT00235,CUST0423,Onboarding,Low,Resolved,2024-02-26,2024-02-28,55.0,5.0,Our team hasn't received the onboarding training invite.
TKT00236,CUST0036,Performance,Medium,Resolved,2025-12-25,2025-12-25,16.7,3.0,Bulk data export is timing out for large datasets.
TKT00237,CUST0496,Technical Issue,Low,Resolved,2025-01-19,2025-01-21,57.6,,The dashboard is not loading — getting a 504 error.
TKT00238,CUST0289,Onboarding,Low,In Progress,2022-01-17,2022-01-19,70.0,3.0,We need help setting up user roles and permissions.
TKT00239,CUST0433,Technical Issue,Critical,In Progress,2024-08-31,2024-08-31,4.3,3.0,The dashboard is not loading — getting a 504 error.
TKT00240,CUST0257,Feature Request,Low,Resolved,2022-09-20,2022-09-23,73.9,5.0,We need custom date range filters in the reports section.
TKT00241,CUST0400,Integration,Low,In Progress,2024-06-25,2024-06-28,89.3,,The Salesforce integration is not syncing contacts properly.
TKT00242,CUST0367,Account Management,Low,In Progress,2023-02-01,2023-02-02,45.3,,Can we change the primary account admin?
TKT00243,CUST0494,Billing,Medium,Escalated,2025-09-10,2025-09-11,27.3,5.0,The upgrade price shown in the app is different from what I was charged.
TKT00244,CUST0049,Account Management,Medium,Resolved,2025-12-28,2025-12-29,44.1,5.0,We need to update our billing contact information.
TKT00245,CUST0244,Billing,Medium,Open,2025-12-24,2025-12-25,32.4,4.0,The upgrade price shown in the app is different from what I was charged.
TKT00246,CUST0209,Feature Request,Low,Resolved,2025-06-02,2025-06-05,76.1,3.0,Can you add a bulk user import via CSV?
TKT00247,CUST0137,Billing,Low,Escalated,2024-01-21,2024-01-22,35.0,4.0,My invoice doesn't match the amount on my credit card.
TKT00248,CUST0195,Performance,Medium,Resolved,2023-02-06,2023-02-07,39.2,5.0,The platform is very slow during peak hours (9-11am EST).
TKT00249,CUST0046,Integration,Low,Resolved,2023-06-14,2023-06-15,41.6,3.0,We need help setting up the webhook for order updates.
TKT00250,CUST0355,Feature Request,Medium,Open,2023-05-14,2023-05-15,39.8,3.0,We need custom date range filters in the reports section.
TKT00251,CUST0301,Billing,Low,Resolved,2023-11-05,2023-11-06,26.7,3.0,I was charged twice this month for my subscription.
TKT00252,CUST0425,Technical Issue,Medium,Resolved,2022-03-04,2022-03-05,45.1,,Export to CSV is producing empty files.
TKT00253,CUST0368,Technical Issue,Medium,Resolved,2024-08-17,2024-08-18,44.4,5.0,Our data sync stopped working after the last update.
TKT00254,CUST0148,Integration,Medium,Resolved,2023-02-28,2023-02-28,22.3,5.0,Zapier connection keeps timing out.
TKT00255,CUST0293,Onboarding,Medium,In Progress,2022-07-06,2022-07-07,40.7,5.0,We need help setting up user roles and permissions.
TKT00256,CUST0325,Onboarding,High,Resolved,2025-10-22,2025-10-22,20.3,3.0,Our team hasn't received the onboarding training invite.
TKT00257,CUST0487,Onboarding,Medium,Resolved,2025-09-08,2025-09-09,24.3,5.0,Our team hasn't received the onboarding training invite.
TKT00258,CUST0276,Feature Request,Low,Resolved,2025-04-27,2025-04-30,88.9,4.0,Can you add a bulk user import via CSV?
TKT00259,CUST0021,Account Management,Low,Resolved,2025-10-15,2025-10-19,114.2,,Please help us set up SSO for our organization.
TKT00260,CUST0045,Feature Request,Medium,Resolved,2024-02-12,2024-02-13,39.6,5.0,We'd love a Slack integration for real-time alerts.
TKT00261,CUST0174,Feature Request,Low,Open,2022-10-21,2022-10-23,59.7,,Can you add a bulk user import via CSV?
TKT00262,CUST0451,Performance,Medium,Resolved,2023-02-10,2023-02-11,47.5,4.0,The platform is very slow during peak hours (9-11am EST).
TKT00263,CUST0365,Account Management,High,Resolved,2023-02-16,2023-02-16,19.9,,We need to add 10 more user seats to our plan.
TKT00264,CUST0020,Integration,Low,Resolved,2025-05-03,2025-05-05,66.4,,We need help setting up the webhook for order updates.
TKT00265,CUST0373,Billing,High,Resolved,2023-09-27,2023-09-27,20.8,3.0,My invoice doesn't match the amount on my credit card.
TKT00266,CUST0486,Technical Issue,Medium,Resolved,2023-07-25,2023-07-25,10.6,5.0,Our data sync stopped working after the last update.
TKT00267,CUST0026,Integration,Medium,Resolved,2022-04-12,2022-04-13,44.9,5.0,We need help setting up the webhook for order updates.
TKT00268,CUST0046,Technical Issue,High,Open,2024-03-17,2024-03-17,5.7,3.0,Notifications are not being delivered to our team emails.
TKT00269,CUST0043,Technical Issue,Critical,Resolved,2025-10-13,2025-10-13,5.4,4.0,Notifications are not being delivered to our team emails.
TKT00270,CUST0235,Performance,Critical,Resolved,2024-07-26,2024-07-26,6.9,5.0,The platform is very slow during peak hours (9-11am EST).
TKT00271,CUST0425,Account Management,Critical,Resolved,2022-03-16,2022-03-16,12.6,2.0,Can we change the primary account admin?
TKT00272,CUST0314,Onboarding,Medium,Resolved,2023-02-20,2023-02-21,32.2,4.0,Our team hasn't received the onboarding training invite.
TKT00273,CUST0300,Billing,Medium,Open,2022-10-14,2022-10-15,34.7,4.0,The upgrade price shown in the app is different from what I was charged.
TKT00274,CUST0183,Performance,Low,Resolved,2022-08-01,2022-08-03,53.2,4.0,Reports are taking over 2 minutes to load.
TKT00275,CUST0246,Onboarding,High,In Progress,2022-09-14,2022-09-14,16.5,3.0,Can someone walk us through connecting our CRM?
TKT00276,CUST0222,Integration,Medium,In Progress,2025-09-23,2025-09-24,34.7,,We need help setting up the webhook for order updates.
TKT00277,CUST0401,Performance,Low,Resolved,2024-04-02,2024-04-03,36.4,,Dashboard charts lag when we have more than 5 filters active.
TKT00278,CUST0228,Integration,High,Resolved,2024-11-20,2024-11-20,2.2,3.0,We need help setting up the webhook for order updates.
TKT00279,CUST0044,Onboarding,Critical,Resolved,2023-10-28,2023-10-28,2.2,5.0,We need help setting up user roles and permissions.
TKT00280,CUST0366,Integration,Critical,Resolved,2022-01-02,2022-01-02,6.8,2.0,Our API key stopped working after a password reset.
TKT00281,CUST0055,Technical Issue,Medium,Escalated,2025-06-28,2025-06-29,27.1,4.0,Export to CSV is producing empty files.
TKT00282,CUST0429,Onboarding,Medium,Resolved,2022-02-21,2022-02-22,30.0,,We need help setting up user roles and permissions.
TKT00283,CUST0380,Integration,Low,Open,2022-03-02,2022-03-05,90.5,4.0,The Salesforce integration is not syncing contacts properly.
TKT00284,CUST0056,Account Management,Medium,Escalated,2024-09-15,2024-09-16,30.1,,We need to add 10 more user seats to our plan.
TKT00285,CUST0072,Integration,Critical,Resolved,2023-12-23,2023-12-23,7.1,3.0,HubSpot integration is duplicating records.
TKT00286,CUST0042,Performance,Low,Open,2023-09-24,2023-09-26,61.8,,Bulk data export is timing out for large datasets.
TKT00287,CUST0003,Performance,Medium,In Progress,2023-06-21,2023-06-21,18.8,3.0,API response times have increased significantly this week.
TKT00288,CUST0288,Account Management,High,Resolved,2023-12-17,2023-12-17,16.1,5.0,Can we change the primary account admin?
TKT00289,CUST0397,Technical Issue,Medium,Resolved,2022-02-06,2022-02-06,12.9,3.0,Export to CSV is producing empty files.
TKT00290,CUST0033,Performance,Medium,Open,2025-07-05,2025-07-05,9.4,,API response times have increased significantly this week.
TKT00291,CUST0012,Onboarding,Medium,In Progress,2025-05-15,2025-05-15,21.8,3.0,Our team hasn't received the onboarding training invite.
TKT00292,CUST0209,Integration,Low,In Progress,2022-09-01,2022-09-03,69.6,,Zapier connection keeps timing out.
TKT00293,CUST0007,Account Management,Critical,In Progress,2025-08-01,2025-08-01,2.4,4.0,Can we change the primary account admin?
TKT00294,CUST0334,Performance,Medium,Resolved,2023-06-16,2023-06-18,57.7,3.0,The platform is very slow during peak hours (9-11am EST).
TKT00295,CUST0406,Performance,Medium,In Progress,2022-02-20,2022-02-21,35.9,5.0,Reports are taking over 2 minutes to load.
TKT00296,CUST0391,Feature Request,Medium,Resolved,2025-09-20,2025-09-23,74.3,4.0,We need custom date range filters in the reports section.
TKT00297,CUST0369,Onboarding,Medium,In Progress,2024-10-06,2024-10-07,39.6,4.0,The setup wizard keeps freezing at Step 3.
TKT00298,CUST0113,Feature Request,Medium,Resolved,2022-05-15,2022-05-15,19.2,5.0,Would be great to have a mobile app version.
TKT00299,CUST0215,Feature Request,High,Resolved,2024-11-18,2024-11-18,10.2,3.0,Would be great to have a mobile app version.
TKT00300,CUST0152,Integration,Medium,In Progress,2023-04-14,2023-04-15,34.5,5.0,HubSpot integration is duplicating records.
TKT00301,CUST0323,Technical Issue,High,Resolved,2024-10-09,2024-10-09,6.7,4.0,Notifications are not being delivered to our team emails.
TKT00302,CUST0079,Billing,High,In Progress,2024-08-01,2024-08-01,12.4,3.0,Can you clarify the pricing for adding more users?
TKT00303,CUST0149,Technical Issue,Low,Resolved,2025-08-25,2025-08-28,85.5,2.0,Export to CSV is producing empty files.
TKT00304,CUST0447,Performance,Medium,Resolved,2025-05-07,2025-05-09,57.0,1.0,Bulk data export is timing out for large datasets.
TKT00305,CUST0371,Account Management,Medium,Resolved,2022-05-03,2022-05-04,35.9,2.0,We need to update our billing contact information.
TKT00306,CUST0238,Technical Issue,Medium,In Progress,2022-01-17,2022-01-17,10.0,,Our data sync stopped working after the last update.
TKT00307,CUST0389,Integration,High,In Progress,2025-03-07,2025-03-07,3.0,3.0,We need help setting up the webhook for order updates.
TKT00308,CUST0433,Integration,Medium,Resolved,2025-07-24,2025-07-25,39.5,5.0,The Salesforce integration is not syncing contacts properly.
TKT00309,CUST0474,Billing,Low,Resolved,2022-10-10,2022-10-13,77.0,1.0,Requesting a refund for unused seats on our plan.
TKT00310,CUST0068,Performance,Medium,Escalated,2022-01-10,2022-01-10,20.0,5.0,The platform is very slow during peak hours (9-11am EST).
TKT00311,CUST0049,Feature Request,Low,Resolved,2023-04-10,2023-04-13,87.7,,We need custom date range filters in the reports section.
TKT00312,CUST0396,Performance,Medium,Resolved,2025-11-02,2025-11-02,17.3,,Dashboard charts lag when we have more than 5 filters active.
TKT00313,CUST0427,Account Management,Medium,Resolved,2022-06-11,2022-06-12,39.9,3.0,We need to add 10 more user seats to our plan.
TKT00314,CUST0337,Feature Request,Medium,Resolved,2023-07-17,2023-07-18,47.8,,Please add a dark mode option to the dashboard.
TKT00315,CUST0236,Account Management,Low,Resolved,2025-02-03,2025-02-05,55.3,3.0,We'd like to upgrade from Growth to Enterprise plan.
TKT00316,CUST0027,Integration,Medium,Resolved,2023-04-03,2023-04-04,29.1,5.0,Our API key stopped working after a password reset.
TKT00317,CUST0176,Billing,Low,Resolved,2024-06-02,2024-06-05,94.3,5.0,I was charged twice this month for my subscription.
TKT00318,CUST0166,Billing,Low,Open,2025-09-25,2025-09-30,142.3,3.0,Requesting a refund for unused seats on our plan.
TKT00319,CUST0113,Performance,Medium,Resolved,2022-03-06,2022-03-07,45.0,4.0,The platform is very slow during peak hours (9-11am EST).
TKT00320,CUST0056,Onboarding,Medium,Resolved,2023-05-22,2023-05-23,25.7,3.0,We are stuck on the data migration step — need guidance.
TKT00321,CUST0426,Onboarding,Medium,Open,2024-05-16,2024-05-17,36.8,5.0,Our team hasn't received the onboarding training invite.
TKT00322,CUST0132,Billing,Low,Resolved,2024-05-18,2024-05-19,26.1,,I was charged twice this month for my subscription.
TKT00323,CUST0402,Performance,Medium,Resolved,2022-11-24,2022-11-24,8.6,3.0,Dashboard charts lag when we have more than 5 filters active.
TKT00324,CUST0043,Integration,High,Resolved,2023-05-08,2023-05-08,2.4,5.0,HubSpot integration is duplicating records.
TKT00325,CUST0038,Onboarding,Medium,Open,2022-05-02,2022-05-03,32.7,,The setup wizard keeps freezing at Step 3.
TKT00326,CUST0421,Integration,Medium,Resolved,2022-09-14,2022-09-15,44.6,4.0,We need help setting up the webhook for order updates.
TKT00327,CUST0412,Billing,High,In Progress,2023-03-17,2023-03-17,8.2,,Can you clarify the pricing for adding more users?
TKT00328,CUST0272,Billing,Medium,Resolved,2023-12-06,2023-12-07,42.0,,Requesting a refund for unused seats on our plan.
TKT00329,CUST0030,Technical Issue,Medium,Resolved,2023-05-12,2023-05-13,38.4,2.0,Notifications are not being delivered to our team emails.
TKT00330,CUST0370,Technical Issue,Low,Resolved,2023-06-07,2023-06-08,33.5,4.0,Login page throws an error when using SSO.
TKT00331,CUST0095,Integration,Medium,Open,2022-08-14,2022-08-16,58.8,,The Salesforce integration is not syncing contacts properly.
TKT00332,CUST0322,Feature Request,Low,Resolved,2022-06-24,2022-06-26,61.5,5.0,Please add a dark mode option to the dashboard.
TKT00333,CUST0453,Integration,Medium,Resolved,2022-06-23,2022-06-25,69.5,2.0,HubSpot integration is duplicating records.
TKT00334,CUST0061,Performance,Medium,Resolved,2023-10-19,2023-10-19,13.8,,API response times have increased significantly this week.
TKT00335,CUST0345,Onboarding,Medium,Resolved,2024-03-09,2024-03-11,70.6,1.0,Can someone walk us through connecting our CRM?
TKT00336,CUST0083,Integration,Low,Resolved,2024-05-25,2024-05-27,54.7,1.0,HubSpot integration is duplicating records.
TKT00337,CUST0420,Integration,Low,In Progress,2022-07-20,2022-07-22,66.7,,HubSpot integration is duplicating records.
TKT00338,CUST0403,Feature Request,Medium,Resolved,2025-10-23,2025-10-24,26.4,3.0,We'd love a Slack integration for real-time alerts.
TKT00339,CUST0290,Integration,Medium,Open,2024-09-25,2024-09-25,12.9,3.0,HubSpot integration is duplicating records.
TKT00340,CUST0431,Performance,Low,Resolved,2023-02-07,2023-02-08,44.9,,Reports are taking over 2 minutes to load.
TKT00341,CUST0091,Billing,Low,Resolved,2025-08-16,2025-08-18,51.2,3.0,Can you clarify the pricing for adding more users?
TKT00342,CUST0314,Billing,High,Resolved,2023-09-27,2023-09-27,16.0,3.0,Can you clarify the pricing for adding more users?
TKT00343,CUST0205,Onboarding,High,Resolved,2022-04-07,2022-04-07,7.2,4.0,We are stuck on the data migration step — need guidance.
TKT00344,CUST0369,Account Management,Low,Resolved,2024-04-15,2024-04-18,73.3,4.0,We'd like to upgrade from Growth to Enterprise plan.
TKT00345,CUST0275,Performance,Medium,Resolved,2023-05-07,2023-05-09,63.3,1.0,Reports are taking over 2 minutes to load.
TKT00346,CUST0125,Account Management,Medium,Resolved,2022-09-28,2022-09-29,25.9,,We'd like to upgrade from Growth to Enterprise plan.
TKT00347,CUST0126,Feature Request,Medium,Resolved,2022-07-25,2022-07-26,47.7,,We'd love a Slack integration for real-time alerts.
TKT00348,CUST0275,Performance,Medium,Open,2024-01-11,2024-01-13,63.8,,API response times have increased significantly this week.
TKT00349,CUST0351,Performance,Low,Resolved,2025-10-08,2025-10-10,51.8,,Dashboard charts lag when we have more than 5 filters active.
TKT00350,CUST0431,Billing,Low,Open,2025-03-03,2025-03-07,116.4,4.0,My invoice doesn't match the amount on my credit card.
TKT00351,CUST0308,Billing,Medium,Resolved,2024-11-11,2024-11-12,31.7,4.0,The upgrade price shown in the app is different from what I was charged.
